gamma_Si,obj,obj_ratio_to_best,rmse_pocv,a_PE,b_PE,a_NE,b_NE,bounds,LAM_PE_pct,LAM_NE_pct,LLI_pct,n_ok,n_tried,run_id,profile_scale,inputs_sha
0.0,0.7235431432727543,2.0050690014382684,0.01529272621872527,1.0245095623315872,-0.0010461065776101064,1.2149314598788625,-0.0022623245303739375,gamma_Si=lb,11.294504615428192,-13.050576214713642,9.298801940649607,23,25,b4a7edff8b29453e81be97ea5906bb2f,global,817db5423038
0.025,0.6937520714340473,1.9225125495959843,0.013625808102453578,1.0282229178612543,-0.0036872911071052137,1.197581009468387,-0.002093615294925417,-,10.972989761971363,-11.43609961149467,9.218912104558608,23,25,b4a7edff8b29453e81be97ea5906bb2f,global,817db5423038
0.05,0.6664647578406541,1.84689446499752,0.012230303095765073,1.033581289678831,-0.007716936958772327,1.181151917695649,-0.0017450681845600235,-,10.509043846765724,-9.907356342489512,9.13223845530541,25,25,b4a7edff8b29453e81be97ea5906bb2f,global,817db5423038
0.07500000000000001,0.6388532030053273,1.7703778492344207,0.011055565691490169,1.0404936027561589,-0.01295920060697641,1.1664269833053678,-0.001393706526834254,-,9.910552453105922,-8.537186606567843,9.015631694482002,25,25,b4a7edff8b29453e81be97ea5906bb2f,global,817db5423038
0.1,0.6107679780546467,1.692548607853852,0.009966851327974705,1.0461459907682642,-0.017197075812292538,1.1524314147297017,-0.0011550719326547472,-,9.421149623542725,-7.234885082423129,8.911653063247828,23,25,b4a7edff8b29453e81be97ea5906bb2f,global,817db5423038
0.125,0.585174926912092,1.6216256311450314,0.009047424306037532,1.0500440476558106,-0.020048060167022406,1.1361818908217682,-0.0009533797430333619,-,9.08364270319723,-5.722850781171432,8.83689915590002,25,25,b4a7edff8b29453e81be97ea5906bb2f,global,817db5423038
0.15000000000000002,0.5632673393553741,1.5609157410511507,0.008350146698232674,1.053674468627025,-0.022699808814837644,1.1203406428461329,-0.0007798704005555818,-,8.769308603695807,-4.248806959979825,8.765701523544175,24,25,b4a7edff8b29453e81be97ea5906bb2f,global,817db5423038
0.17500000000000002,0.5420244528499844,1.5020478578723147,0.0072358644432429795,1.0623431926042743,-0.028897717055930253,1.139256259517715,-0.0006585544867452067,-,8.018741226848679,-6.0089238347146505,8.557943804255917,25,25,b4a7edff8b29453e81be97ea5906bb2f,global,817db5423038
0.2,0.514370595147431,1.425414013207889,0.007087667865044397,1.0681797719348565,-0.033051042888360714,1.1292001507760272,-0.00048746532999263854,-,7.513390491329555,-5.07319295172395,8.424228614422718,25,25,b4a7edff8b29453e81be97ea5906bb2f,global,817db5423038
0.225,0.47746068298113203,1.323129966404951,0.007431128491013265,1.0733226901521227,-0.036450295705084394,1.1204267621582118,-0.00017099085411366428,-,7.068099275943812,-4.256820447304207,8.298027314606946,23,25,b4a7edff8b29453e81be97ea5906bb2f,global,817db5423038
0.25,0.41943664531746155,1.16233485648038,0.008012575836016627,1.0757144088194763,-0.03807375244635539,1.1046533490379897,-4.79493741549897e-05,-,6.861016202238478,-2.789088726626226,8.240972818560659,24,25,b4a7edff8b29453e81be97ea5906bb2f,global,817db5423038
0.275,0.3789585934751435,1.050162848850632,0.008594969905130556,1.0772874910056822,-0.03941930904633707,1.0809447845254654,-4.920503857145525e-05,-,6.724813437775769,-0.5829833059699452,8.22074252511821,24,25,b4a7edff8b29453e81be97ea5906bb2f,global,817db5423038
0.30000000000000004,0.36378325030310565,1.0081092263910094,0.009263042166175548,1.0793171635537684,-0.040996008710628105,1.0470916183641994,-1.5276894797724025e-05,-,6.549077538896794,2.5670873503658087,8.183687923692604,22,25,b4a7edff8b29453e81be97ea5906bb2f,global,817db5423038
0.325,0.36435029074219344,1.0096805980742987,0.010476059819297431,1.082367397353425,-0.04286423205381505,1.0202454766144586,-5.0389355167796955e-05,-,6.284978002703578,5.065147441963626,8.076062173355863,23,25,b4a7edff8b29453e81be97ea5906bb2f,global,817db5423038
0.35000000000000003,0.3950581581689905,1.0947776564186635,0.01236045657712944,1.08646775178012,-0.045426885256576885,1.0045034030244344,-0.00017878734957002266,-,5.929955478712139,6.529962988302433,7.92873508253546,22,25,b4a7edff8b29453e81be97ea5906bb2f,global,817db5423038
0.375,0.45039132081271105,1.2481158646513169,0.014109752751611668,1.0900990099063033,-0.04790537333584199,1.0,-0.0005310579870208785,a_NE=lb,5.615548895508303,6.94900910213849,7.795649811769917,25,25,b4a7edff8b29453e81be97ea5906bb2f,global,817db5423038
0.4,0.5100303243350995,1.4133863372571647,0.014833790538516634,1.096286454506835,-0.05224391398290405,1.0,-0.00041507304868897274,a_NE=lb,5.079819060829505,6.94900910213849,7.642414089480446,24,25,b4a7edff8b29453e81be97ea5906bb2f,global,817db5423038
0.42500000000000004,0.5545840548624014,1.536852788165194,0.03966715116913456,1.0423578828865203,-0.012847801999288115,1.0536683174795607,-0.03855855854790937,-,9.749136787913903,1.9551189808443539,5.554576994709027,24,25,b4a7edff8b29453e81be97ea5906bb2f,global,817db5423038
0.45,0.5672399652004769,1.5719246062589651,0.04128035492785294,1.040073951438682,-0.01103343091382597,1.059081403495714,-0.04820648620372663,-,9.946887280397188,1.4514259632259392,4.742967375700427,25,25,b4a7edff8b29453e81be97ea5906bb2f,global,817db5423038
0.47500000000000003,0.5786396975674706,1.603515327843808,0.042554905020029635,1.0369930414461153,-0.008540942474508782,1.0642198258083722,-0.05778521366506193,-,10.213642864897487,0.9732906753813935,3.947987340629682,22,25,b4a7edff8b29453e81be97ea5906bb2f,global,817db5423038
0.5,0.5902539667073537,1.635700569654554,0.04371467244622495,1.03498010047621,-0.006744525248885147,1.0681670368860312,-0.06706802735726416,gamma_Si=ub,10.387930087272432,0.6059987733222018,3.1462883134278057,21,25,b4a7edff8b29453e81be97ea5906bb2f,global,817db5423038
