time_s_exact,V_first_V,V_second_V,difference_V_second_minus_first_V,difference_delta_Eeq_V,difference_delta_etaMid_V,difference_delta_phiL_V,difference_decomposition_residual_V
0,2.23061155833806,2.2306115627203473,4.3822873E-9,4.4576707E-9,-7.6311843E-11,9.286E-13,-1.57E-16
0.0001,2.2306333617896934,2.230655184336503,0.0000218225468096,0.000022196607794,-3.78722088575E-7,4.6611046E-9,-4.25E-16
0.0002,2.2306551458542914,2.2306986227873833,0.0000434769330919,0.0000442197839487,-7.52174870389E-7,9.3240137E-9,-1.11E-16
0.0005,2.2307203535733477,2.2308277867491295,0.0001074331757818,0.0001092524237546,-0.000001842545227725,2.32972549E-8,2.5E-17
0.001,2.2308285543296167,2.2310393118499836,0.0002107575203669,0.0002142805215511,-0.000003569419635199,4.64184512E-8,-2.01E-16
0.002,2.2310431839092386,2.231448980660534,0.0004057967512954,0.000412449477166,-0.000006744085676135,9.13598051E-8,4.35E-16
0.005,2.23167329824665,2.232581287802342,0.000907989555692,0.0009224642026808,-0.000014684679388476,2.100323999E-7,-2.24E-16
0.01,2.232680100644896,2.2342028442195754,0.0015227435746794,0.0015469990769726,-0.000024604779995438,3.492777026E-7,-3.62E-16
0.02,2.2345471584165626,2.236746323200518,0.0021991647839554,0.0022355673174212,-0.000036875467105623,4.729336403E-7,-4.77E-16
0.03,2.236243617190081,2.2387002994097576,0.0024566822196766,0.0024992366514123,-0.000043042610819999,4.881790842E-7,9.9E-17
0.04,2.2377940937996006,2.2403000748868878,0.0025059810872872,0.0025513010196297,-0.000045778038020970,4.581056781E-7,3.70E-16
0.05,2.2392189607850863,2.2416724634501524,0.0024535026650661,0.0024996550157738,-0.000046564002089908,4.116513820E-7,2.08E-16
0.06,2.2405353023301724,2.2428891759546357,0.0023538736244633,0.0023997552408010,-0.000046243517726861,3.619013888E-7,3.61E-16
0.07,2.241757526990405,2.2439929515979693,0.0022354246075643,0.0022804150456406,-0.000045304991018735,3.145529427E-7,-2.65E-16
0.08,2.242897828108028,2.2450106860857026,0.0021128579776746,0.0021566224223797,-0.000044036279145176,2.718344406E-7,-5.24E-16
0.09,2.2439665520297827,2.2459602232970677,0.0019936712672850,0.0020360462500248,-0.000042609333954725,2.343512144E-7,5.25E-16
0.1,2.2449724995476332,2.2468539893992365,0.0018814898516033,0.0019224154551449,-0.000041127572474764,2.019689329E-7,2.64E-16
0.11,2.2459232950779775,2.2477011335237997,0.0017778384458222,0.0018173178103893,-0.000039653594309685,1.742297428E-7,-2.15E-16
0.12,2.246825474450411,2.2485085395448916,0.0016830650944806,0.0017211382822597,-0.000038223753555003,1.505657758E-7,1.03E-16
0.13,2.2476842419867995,2.2492811877596215,0.0015969457728220,0.0016336724100532,-0.000036857086691098,1.304494596E-7,2.98E-16
0.14,2.248504286091886,2.2500232626061227,0.0015189765142367,0.0015544275449531,-0.000035564400839184,1.133701233E-7,-5.16E-16
0.15,2.2492902592774255,2.2507386475480247,0.0014483882705992,0.0014826398133821,-0.000034350343702137,9.88009194E-8,-1.63E-16
0.16,2.250044594225795,2.251429737265434,0.001385143039639,0.0014182785254832,-0.000033222055790369,8.65699462E-8,-3.1E-17
0.17,2.250771240306131,2.2520987865458,0.001327546239669,0.0013596344062168,-0.000032164209142313,7.60425948E-8,-2.87E-16
0.18,2.25147252597594,2.252747788270471,0.001275262294531,0.0013063725587567,-0.000031177285484851,6.70212592E-8,-4.9E-17
0.19,2.2521506756788483,2.253378472481559,0.0012277968027107,0.0012579959051556,-0.000030258391754635,5.92893098E-8,-6.5E-17
0.2,2.252807701243912,2.2539923385566087,0.0011846373126967,0.0012139879813764,-0.000029403316107012,5.26474272E-8,1.12E-16
0.21,2.253445389293915,2.254590691601642,0.001145302307727,0.0011738627852773,-0.000028607400488264,4.69229381E-8,-1.36E-16
0.22,2.2540653184225845,2.2551746747342065,0.0011093563116220,0.0011371802851801,-0.000027865943416966,4.19698590E-8,-1.34E-16
0.23,2.254668883478637,2.2557452957470945,0.0010764122684575,0.0011035490008597,-0.000027174398488760,3.76660860E-8,5.60E-16
0.24,2.255257319527453,2.2563034486669586,0.0010461291395056,0.0010726237037409,-0.000026528474182055,3.39099470E-8,-2.45E-16
0.25,2.2558317233334733,2.25684993114617,0.0010182078126967,0.0010441013767413,-0.000025924180967030,3.06169218E-8,6.30E-16
0.26,2.256393071986953,2.257385458568207,0.000992386581254,0.0010177167127287,-0.000025357848245195,2.77167706E-8,-1.05E-16
0.27,2.2569422388619294,2.2579106755799723,0.0009684367180429,0.0009932376903583,-0.000024826123385058,2.51510694E-8,2.58E-16
0.28,2.2574800072374024,2.2584261656022697,0.0009461583648673,0.0009704614538426,-0.000024325960134688,2.28711598E-8,-4.12E-16
0.29,2.258007081920662,2.2589324587390083,0.0009253768183463,0.0009492105828342,-0.000023854600919693,2.08364319E-8,-1.07E-16
0.3,2.2585240991774107,2.2594300384063493,0.0009059392289386,0.0009293297720328,-0.000023409556015209,1.90129205E-8,5.09E-16
