time_s_exact,V_first_V,V_second_V,difference_V_second_minus_first_V,difference_delta_Eeq_V,difference_delta_etaMid_V,difference_delta_phiL_V,difference_decomposition_residual_V
0,2.2306115627203504,2.2306115627203473,-3.1E-15,0E-16,-2.23E-16,-3.3E-15,4.23E-16
0.0001,2.2306551843365043,2.230655184336503,-1.3E-15,0E-15,2.25E-16,-1.1E-15,-4.25E-16
0.0002,2.230698622787384,2.2306986227873833,-7E-16,0E-16,8.89E-16,-1.7E-15,1.11E-16
0.0005,2.2308277867491273,2.2308277867491295,2.2E-15,0E-16,2.24E-16,2.2E-15,-2.24E-16
0.001,2.2310393118499836,2.2310393118499836,0E-16,-3E-16,1.112E-15,-5E-16,-3.12E-16
0.002,2.231448980660534,2.231448980660534,0E-15,0E-15,2.23E-16,0E-16,-2.23E-16
0.005,2.2325818729217564,2.232581287802342,-5.851194144E-7,-6.052768459E-7,2.012568534E-8,3.17464E-11,-2.4E-16
0.01,2.234204043161707,2.2342028442195754,-0.0000011989421316,-0.0000012177087312,1.9068073568E-8,-3.014739E-10,-6.8E-17
0.02,2.236747745621924,2.236746323200518,-0.000001422421406,-0.0000014402259731,1.8228240691E-8,-4.236731E-10,-4.91E-16
0.03,2.2387014823242373,2.2387002994097576,-0.0000011829144797,-0.0000011981269263,1.5553640598E-8,-3.411939E-10,-9.8E-17
0.04,2.240300967011931,2.2403000748868878,-8.921250432E-7,-9.041543725E-7,1.2274900654E-8,-2.455713E-10,-5.4E-17
0.05,2.241673120531399,2.2416724634501524,-6.570812466E-7,-6.663462727E-7,9.437816307E-9,-1.727905E-10,2.93E-16
0.06,2.242889663918087,2.2428891759546357,-4.879634513E-7,-4.951014258E-7,7.261343973E-9,-1.233697E-10,2.27E-16
0.07,2.243993322389426,2.2439929515979693,-3.707914567E-7,-3.763689946E-7,5.668453264E-9,-9.09147E-11,-6.64E-16
0.08,2.2450109759499037,2.2450106860857026,-2.898642011E-7,-2.943127798E-7,4.518102784E-9,-6.95239E-11,-1.84E-16
0.09,2.2459604564210447,2.2459602232970677,-2.331239770E-7,-2.367520605E-7,3.683182425E-9,-5.50990E-11,7.5E-17
0.1,2.246854181757841,2.2468539893992365,-1.923586045E-7,-1.953814240E-7,3.067860411E-9,-4.50413E-11,3.89E-16
0.11,2.24770130935777,2.2477011335237997,-1.758339703E-7,-1.786151767E-7,2.822158504E-9,-4.09520E-11,-1.04E-16
0.12,2.2485086849086717,2.2485085395448916,-1.453637801E-7,-1.476752751E-7,2.345222018E-9,-3.37274E-11,3.82E-16
0.13,2.2492813050895015,2.2492811877596215,-1.173298800E-7,-1.192045946E-7,1.901861112E-9,-2.71469E-11,3.88E-16
0.14,2.250023358496967,2.2500232626061227,-9.58908443E-8,-9.74296590E-8,1.56095248E-9,-2.21376E-11,-1.8E-16
0.15,2.2507387269167256,2.2507386475480247,-7.93687009E-8,-8.06477730E-8,1.297360001E-9,-1.82875E-11,-4.01E-16
0.16,2.2514298038399816,2.251429737265434,-6.65745476E-8,-6.76518041E-8,1.092572703E-9,-1.53162E-11,-3E-18
