frame,t_ps,P_S,S_Li,P_Li,Li_penetrated,B_S,B_Li
432.000,86.400,2.750,4.049,1.625,65.000,3.000,1.000
433.000,86.600,2.750,4.171,2.000,67.000,3.000,1.500
434.000,86.800,2.750,4.073,1.500,67.000,3.000,2.000
435.000,87.000,2.750,4.220,2.250,65.000,3.000,2.000
436.000,87.200,2.750,4.268,2.000,65.000,3.000,0.500
437.000,87.400,2.750,4.268,2.125,65.000,3.000,0.000
438.000,87.600,2.750,4.122,1.750,65.000,3.000,1.000
439.000,87.800,2.750,4.317,2.125,64.000,3.000,1.000
440.000,88.000,2.750,4.439,2.250,64.000,3.000,0.000
441.000,88.200,2.750,4.366,2.375,64.000,3.000,0.500
442.000,88.400,2.750,4.317,1.625,64.000,3.000,2.500
443.000,88.600,2.750,4.195,1.625,64.000,3.000,1.500
444.000,88.800,2.750,4.146,2.250,64.000,3.000,1.000
445.000,89.000,2.750,4.317,1.250,64.000,3.000,2.000
446.000,89.200,2.750,4.146,1.875,64.000,3.000,2.000
447.000,89.400,2.750,4.439,2.375,64.000,3.000,2.000
448.000,89.600,2.750,4.195,2.250,64.000,3.000,3.000
449.000,89.800,2.750,4.244,2.250,64.000,3.000,3.000
450.000,90.000,2.750,4.244,2.125,64.000,3.000,2.500
451.000,90.200,2.750,4.390,1.750,64.000,3.000,1.500
452.000,90.400,2.750,4.220,2.000,64.000,3.000,1.500
453.000,90.600,2.750,4.293,1.875,64.000,3.000,1.000
454.000,90.800,2.750,4.024,1.750,64.000,3.000,1.500
455.000,91.000,2.750,4.244,1.625,64.000,3.000,2.500
456.000,91.200,2.750,4.293,1.750,64.000,3.000,1.000
457.000,91.400,2.750,4.366,1.625,64.000,3.000,2.500
458.000,91.600,2.750,4.195,1.875,64.000,3.000,0.500
459.000,91.800,2.750,4.341,1.875,64.000,3.000,2.000
460.000,92.000,2.750,4.293,1.875,64.000,3.000,2.500
461.000,92.200,2.750,4.390,1.625,64.000,3.000,1.500
462.000,92.400,2.750,4.268,1.750,65.000,3.000,1.000
463.000,92.600,2.750,4.317,1.625,65.000,3.000,1.500
464.000,92.800,2.750,4.122,1.625,65.000,3.000,2.000
465.000,93.000,2.750,4.341,2.000,65.000,3.000,1.000
466.000,93.200,2.750,4.293,1.750,64.000,3.000,1.500
467.000,93.400,2.750,4.195,1.750,65.000,3.000,1.000
468.000,93.600,2.750,4.317,1.875,65.000,3.000,2.000
469.000,93.800,2.750,4.244,1.625,64.000,3.000,1.500
470.000,94.000,2.750,4.244,1.875,64.000,3.000,2.000
471.000,94.200,2.750,4.366,2.125,64.000,3.000,1.000
472.000,94.400,2.750,4.317,1.750,65.000,3.000,1.000
473.000,94.600,2.750,4.415,2.375,64.000,3.000,2.000
474.000,94.800,2.750,4.195,2.250,64.000,3.000,1.500
475.000,95.000,2.750,4.195,1.875,65.000,3.000,1.000
476.000,95.200,2.750,4.220,1.750,64.000,3.000,1.500
477.000,95.400,2.750,4.317,2.250,65.000,3.000,1.000
478.000,95.600,2.750,4.171,1.625,64.000,3.000,0.500
479.000,95.800,2.750,4.268,1.625,64.000,3.000,2.000
480.000,96.000,2.750,4.341,2.000,65.000,3.000,1.500
481.000,96.200,2.750,4.195,1.875,66.000,3.000,1.000
482.000,96.400,2.750,4.463,2.500,65.000,3.000,2.000
483.000,96.600,2.750,4.341,1.875,65.000,3.000,1.500
484.000,96.800,2.750,4.293,2.000,66.000,3.000,1.000
485.000,97.000,2.750,4.293,2.125,65.000,3.000,2.000
486.000,97.200,2.750,4.244,1.875,67.000,3.000,2.000
487.000,97.400,2.750,4.293,2.000,67.000,3.000,0.500
488.000,97.600,2.750,4.244,1.750,67.000,3.000,1.000
489.000,97.800,2.750,4.488,1.875,67.000,3.000,0.500
490.000,98.000,2.750,4.317,2.250,67.000,3.000,1.500
491.000,98.200,2.750,4.122,2.500,67.000,3.000,2.000
492.000,98.400,2.750,4.439,2.375,67.000,3.000,1.500
493.000,98.600,2.750,4.463,2.125,67.000,3.000,3.500
494.000,98.800,2.750,4.390,1.875,67.000,3.000,2.500
495.000,99.000,2.750,4.268,2.000,67.000,3.000,2.000
496.000,99.200,2.750,4.488,1.875,65.000,3.000,2.500
497.000,99.400,2.750,4.268,2.000,64.000,3.000,2.000
498.000,99.600,2.750,4.293,2.125,64.000,3.000,2.000
499.000,99.800,2.750,4.390,1.750,65.000,3.000,2.000
