# li2o_mp-1960 total DOS (QE dos.x, degauss 0.007 Ry). VBM 2.795 / CBM 7.780 / gap 4.986 eV from fixed-occ nscf eigenvalues. DO NOT read the gap off this curve (smearing underestimates ~0.3 eV).
E_eV,E_minus_VBM_eV,DOS_states_per_eV,integrated_DOS_states
-33.603,-36.3975,2.623e-85,4
-33.593,-36.3875,2.623e-85,4
-33.583,-36.3775,2.623e-85,4
-33.573,-36.3675,2.623e-85,4
-33.563,-36.3575,2.623e-85,4
-33.553,-36.3475,2.623e-85,4
-33.543,-36.3375,2.623e-85,4
-33.533,-36.3275,2.623e-85,4
-33.523,-36.3175,2.623e-85,4
-33.513,-36.3075,2.623e-85,4
-33.503,-36.2975,2.623e-85,4
-33.493,-36.2875,2.623e-85,4
-33.483,-36.2775,2.623e-85,4
-33.473,-36.2675,2.623e-85,4
-33.463,-36.2575,2.623e-85,4
-33.453,-36.2475,2.623e-85,4
-33.443,-36.2375,2.623e-85,4
-33.433,-36.2275,2.623e-85,4
-33.423,-36.2175,2.623e-85,4
-33.413,-36.2075,2.623e-85,4
-33.403,-36.1975,2.623e-85,4
-33.393,-36.1875,2.623e-85,4
-33.383,-36.1775,2.623e-85,4
-33.373,-36.1675,2.623e-85,4
-33.363,-36.1575,2.623e-85,4
-33.353,-36.1475,2.623e-85,4
-33.343,-36.1375,2.623e-85,4
-33.333,-36.1275,2.623e-85,4
-33.323,-36.1175,2.623e-85,4
-33.313,-36.1075,2.623e-85,4
-33.303,-36.0975,2.623e-85,4
-33.293,-36.0875,2.623e-85,4
-33.283,-36.0775,2.623e-85,4
-33.273,-36.0675,2.623e-85,4
-33.263,-36.0575,2.623e-85,4
-33.253,-36.0475,2.623e-85,4
-33.243,-36.0375,2.623e-85,4
-33.233,-36.0275,2.623e-85,4
-33.223,-36.0175,2.623e-85,4
-33.213,-36.0075,2.623e-85,4
-33.203,-35.9975,2.623e-85,4
-33.193,-35.9875,2.623e-85,4
-33.183,-35.9775,2.623e-85,4
-33.173,-35.9675,2.623e-85,4
-33.163,-35.9575,2.623e-85,4
-33.153,-35.9475,2.623e-85,4
-33.143,-35.9375,2.623e-85,4
-33.133,-35.9275,2.623e-85,4
-33.123,-35.9175,2.623e-85,4
-33.113,-35.9075,2.623e-85,4
-33.103,-35.8975,2.623e-85,4
-33.093,-35.8875,2.623e-85,4
-33.083,-35.8775,2.623e-85,4
-33.073,-35.8675,2.623e-85,4
-33.063,-35.8575,2.623e-85,4
-33.053,-35.8475,2.623e-85,4
-33.043,-35.8375,2.623e-85,4
-33.033,-35.8275,2.623e-85,4
-33.023,-35.8175,2.623e-85,4
-33.013,-35.8075,2.623e-85,4
-33.003,-35.7975,2.623e-85,4
-32.993,-35.7875,2.623e-85,4
-32.983,-35.7775,2.623e-85,4
-32.973,-35.7675,2.623e-85,4
-32.963,-35.7575,2.623e-85,4
-32.953,-35.7475,2.623e-85,4
-32.943,-35.7375,2.623e-85,4
-32.933,-35.7275,2.623e-85,4
-32.923,-35.7175,2.623e-85,4
-32.913,-35.7075,2.623e-85,4
-32.903,-35.6975,2.623e-85,4
-32.893,-35.6875,2.623e-85,4
-32.883,-35.6775,2.623e-85,4
-32.873,-35.6675,2.623e-85,4
-32.863,-35.6575,2.623e-85,4
-32.853,-35.6475,2.623e-85,4
-32.843,-35.6375,2.623e-85,4
-32.833,-35.6275,2.623e-85,4
-32.823,-35.6175,2.623e-85,4
-32.813,-35.6075,2.623e-85,4
-32.803,-35.5975,2.623e-85,4
-32.793,-35.5875,2.623e-85,4
-32.783,-35.5775,2.623e-85,4
-32.773,-35.5675,2.623e-85,4
-32.763,-35.5575,2.623e-85,4
-32.753,-35.5475,2.623e-85,4
-32.743,-35.5375,2.623e-85,4
-32.733,-35.5275,2.623e-85,4
-32.723,-35.5175,2.623e-85,4
-32.713,-35.5075,2.623e-85,4
-32.703,-35.4975,2.623e-85,4
-32.693,-35.4875,2.623e-85,4
-32.683,-35.4775,2.623e-85,4
-32.673,-35.4675,2.623e-85,4
-32.663,-35.4575,2.623e-85,4
-32.653,-35.4475,2.623e-85,4
-32.643,-35.4375,2.623e-85,4
-32.633,-35.4275,2.623e-85,4
-32.623,-35.4175,2.623e-85,4
-32.613,-35.4075,2.623e-85,4
-32.603,-35.3975,2.623e-85,4
-32.593,-35.3875,2.623e-85,4
-32.583,-35.3775,2.623e-85,4
-32.573,-35.3675,2.623e-85,4
-32.563,-35.3575,2.623e-85,4
-32.553,-35.3475,2.623e-85,4
-32.543,-35.3375,2.623e-85,4
-32.533,-35.3275,2.623e-85,4
-32.523,-35.3175,2.623e-85,4
-32.513,-35.3075,2.623e-85,4
-32.503,-35.2975,2.623e-85,4
-32.493,-35.2875,2.623e-85,4
-32.483,-35.2775,2.623e-85,4
-32.473,-35.2675,2.623e-85,4
-32.463,-35.2575,2.623e-85,4
-32.453,-35.2475,2.623e-85,4
-32.443,-35.2375,2.623e-85,4
-32.433,-35.2275,2.623e-85,4
-32.423,-35.2175,2.623e-85,4
-32.413,-35.2075,2.623e-85,4
-32.403,-35.1975,2.623e-85,4
-32.393,-35.1875,2.623e-85,4
-32.383,-35.1775,2.623e-85,4
-32.373,-35.1675,2.623e-85,4
-32.363,-35.1575,2.623e-85,4
-32.353,-35.1475,2.623e-85,4
-32.343,-35.1375,2.623e-85,4
-32.333,-35.1275,2.623e-85,4
-32.323,-35.1175,2.623e-85,4
-32.313,-35.1075,2.623e-85,4
-32.303,-35.0975,2.623e-85,4
-32.293,-35.0875,2.623e-85,4
-32.283,-35.0775,2.623e-85,4
-32.273,-35.0675,2.623e-85,4
-32.263,-35.0575,2.623e-85,4
-32.253,-35.0475,2.623e-85,4
-32.243,-35.0375,2.623e-85,4
-32.233,-35.0275,2.623e-85,4
-32.223,-35.0175,2.623e-85,4
-32.213,-35.0075,2.623e-85,4
-32.203,-34.9975,2.623e-85,4
-32.193,-34.9875,2.623e-85,4
-32.183,-34.9775,2.623e-85,4
-32.173,-34.9675,2.623e-85,4
-32.163,-34.9575,2.623e-85,4
-32.153,-34.9475,2.623e-85,4
-32.143,-34.9375,2.623e-85,4
-32.133,-34.9275,2.623e-85,4
-32.123,-34.9175,2.623e-85,4
-32.113,-34.9075,2.623e-85,4
-32.103,-34.8975,2.623e-85,4
-32.093,-34.8875,2.623e-85,4
-32.083,-34.8775,2.623e-85,4
-32.073,-34.8675,2.623e-85,4
-32.063,-34.8575,2.623e-85,4
-32.053,-34.8475,2.623e-85,4
-32.043,-34.8375,2.623e-85,4
-32.033,-34.8275,2.623e-85,4
-32.023,-34.8175,2.623e-85,4
-32.013,-34.8075,2.623e-85,4
-32.003,-34.7975,2.623e-85,4
-31.993,-34.7875,2.623e-85,4
-31.983,-34.7775,2.623e-85,4
-31.973,-34.7675,2.623e-85,4
-31.963,-34.7575,2.623e-85,4
-31.953,-34.7475,2.623e-85,4
-31.943,-34.7375,2.623e-85,4
-31.933,-34.7275,2.623e-85,4
-31.923,-34.7175,2.623e-85,4
-31.913,-34.7075,2.623e-85,4
-31.903,-34.6975,2.623e-85,4
-31.893,-34.6875,2.623e-85,4
-31.883,-34.6775,2.623e-85,4
-31.873,-34.6675,2.623e-85,4
-31.863,-34.6575,2.623e-85,4
-31.853,-34.6475,2.623e-85,4
-31.843,-34.6375,2.623e-85,4
-31.833,-34.6275,2.623e-85,4
-31.823,-34.6175,2.623e-85,4
-31.813,-34.6075,2.623e-85,4
-31.803,-34.5975,2.623e-85,4
-31.793,-34.5875,2.623e-85,4
-31.783,-34.5775,2.623e-85,4
-31.773,-34.5675,2.623e-85,4
-31.763,-34.5575,2.623e-85,4
-31.753,-34.5475,2.623e-85,4
-31.743,-34.5375,2.623e-85,4
-31.733,-34.5275,2.623e-85,4
-31.723,-34.5175,2.623e-85,4
-31.713,-34.5075,2.623e-85,4
-31.703,-34.4975,2.623e-85,4
-31.693,-34.4875,2.623e-85,4
-31.683,-34.4775,2.623e-85,4
-31.673,-34.4675,2.623e-85,4
-31.663,-34.4575,2.623e-85,4
-31.653,-34.4475,2.623e-85,4
-31.643,-34.4375,2.623e-85,4
-31.633,-34.4275,2.623e-85,4
-31.623,-34.4175,2.623e-85,4
-31.613,-34.4075,2.623e-85,4
-31.603,-34.3975,2.623e-85,4
-31.593,-34.3875,2.623e-85,4
-31.583,-34.3775,2.623e-85,4
-31.573,-34.3675,2.623e-85,4
-31.563,-34.3575,2.623e-85,4
-31.553,-34.3475,2.623e-85,4
-31.543,-34.3375,2.623e-85,4
-31.533,-34.3275,2.623e-85,4
-31.523,-34.3175,2.623e-85,4
-31.513,-34.3075,2.623e-85,4
-31.503,-34.2975,2.623e-85,4
-31.493,-34.2875,2.623e-85,4
-31.483,-34.2775,2.623e-85,4
-31.473,-34.2675,2.623e-85,4
-31.463,-34.2575,2.623e-85,4
-31.453,-34.2475,2.623e-85,4
-31.443,-34.2375,2.623e-85,4
-31.433,-34.2275,2.623e-85,4
-31.423,-34.2175,2.623e-85,4
-31.413,-34.2075,2.623e-85,4
-31.403,-34.1975,2.623e-85,4
-31.393,-34.1875,2.623e-85,4
-31.383,-34.1775,2.623e-85,4
-31.373,-34.1675,2.623e-85,4
-31.363,-34.1575,2.623e-85,4
-31.353,-34.1475,2.623e-85,4
-31.343,-34.1375,2.623e-85,4
-31.333,-34.1275,2.623e-85,4
-31.323,-34.1175,2.623e-85,4
-31.313,-34.1075,2.623e-85,4
-31.303,-34.0975,2.623e-85,4
-31.293,-34.0875,2.623e-85,4
-31.283,-34.0775,2.623e-85,4
-31.273,-34.0675,2.623e-85,4
-31.263,-34.0575,2.623e-85,4
-31.253,-34.0475,2.623e-85,4
-31.243,-34.0375,2.623e-85,4
-31.233,-34.0275,2.623e-85,4
-31.223,-34.0175,2.623e-85,4
-31.213,-34.0075,2.623e-85,4
-31.203,-33.9975,2.623e-85,4
-31.193,-33.9875,2.623e-85,4
-31.183,-33.9775,2.623e-85,4
-31.173,-33.9675,2.623e-85,4
-31.163,-33.9575,2.623e-85,4
-31.153,-33.9475,2.623e-85,4
-31.143,-33.9375,2.623e-85,4
-31.133,-33.9275,2.623e-85,4
-31.123,-33.9175,2.623e-85,4
-31.113,-33.9075,2.623e-85,4
-31.103,-33.8975,2.623e-85,4
-31.093,-33.8875,2.623e-85,4
-31.083,-33.8775,2.623e-85,4
-31.073,-33.8675,2.623e-85,4
-31.063,-33.8575,2.623e-85,4
-31.053,-33.8475,2.623e-85,4
-31.043,-33.8375,2.623e-85,4
-31.033,-33.8275,2.623e-85,4
-31.023,-33.8175,2.623e-85,4
-31.013,-33.8075,2.623e-85,4
-31.003,-33.7975,2.623e-85,4
-30.993,-33.7875,2.623e-85,4
-30.983,-33.7775,2.623e-85,4
-30.973,-33.7675,2.623e-85,4
-30.963,-33.7575,2.623e-85,4
-30.953,-33.7475,2.623e-85,4
-30.943,-33.7375,2.623e-85,4
-30.933,-33.7275,2.623e-85,4
-30.923,-33.7175,2.623e-85,4
-30.913,-33.7075,2.623e-85,4
-30.903,-33.6975,2.623e-85,4
-30.893,-33.6875,2.623e-85,4
-30.883,-33.6775,2.623e-85,4
-30.873,-33.6675,2.623e-85,4
-30.863,-33.6575,2.623e-85,4
-30.853,-33.6475,2.623e-85,4
-30.843,-33.6375,2.623e-85,4
-30.833,-33.6275,2.623e-85,4
-30.823,-33.6175,2.623e-85,4
-30.813,-33.6075,2.623e-85,4
-30.803,-33.5975,2.623e-85,4
-30.793,-33.5875,2.623e-85,4
-30.783,-33.5775,2.623e-85,4
-30.773,-33.5675,2.623e-85,4
-30.763,-33.5575,2.623e-85,4
-30.753,-33.5475,2.623e-85,4
-30.743,-33.5375,2.623e-85,4
-30.733,-33.5275,2.623e-85,4
-30.723,-33.5175,2.623e-85,4
-30.713,-33.5075,2.623e-85,4
-30.703,-33.4975,2.623e-85,4
-30.693,-33.4875,2.623e-85,4
-30.683,-33.4775,2.623e-85,4
-30.673,-33.4675,2.623e-85,4
-30.663,-33.4575,2.623e-85,4
-30.653,-33.4475,2.623e-85,4
-30.643,-33.4375,2.623e-85,4
-30.633,-33.4275,2.623e-85,4
-30.623,-33.4175,2.623e-85,4
-30.613,-33.4075,2.623e-85,4
-30.603,-33.3975,2.623e-85,4
-30.593,-33.3875,2.623e-85,4
-30.583,-33.3775,2.623e-85,4
-30.573,-33.3675,2.623e-85,4
-30.563,-33.3575,2.623e-85,4
-30.553,-33.3475,2.623e-85,4
-30.543,-33.3375,2.623e-85,4
-30.533,-33.3275,2.623e-85,4
-30.523,-33.3175,2.623e-85,4
-30.513,-33.3075,2.623e-85,4
-30.503,-33.2975,2.623e-85,4
-30.493,-33.2875,2.623e-85,4
-30.483,-33.2775,2.623e-85,4
-30.473,-33.2675,2.623e-85,4
-30.463,-33.2575,2.623e-85,4
-30.453,-33.2475,2.623e-85,4
-30.443,-33.2375,2.623e-85,4
-30.433,-33.2275,2.623e-85,4
-30.423,-33.2175,2.623e-85,4
-30.413,-33.2075,2.623e-85,4
-30.403,-33.1975,2.623e-85,4
-30.393,-33.1875,2.623e-85,4
-30.383,-33.1775,2.623e-85,4
-30.373,-33.1675,2.623e-85,4
-30.363,-33.1575,2.623e-85,4
-30.353,-33.1475,2.623e-85,4
-30.343,-33.1375,2.623e-85,4
-30.333,-33.1275,2.623e-85,4
-30.323,-33.1175,2.623e-85,4
-30.313,-33.1075,2.623e-85,4
-30.303,-33.0975,2.623e-85,4
-30.293,-33.0875,2.623e-85,4
-30.283,-33.0775,2.623e-85,4
-30.273,-33.0675,2.623e-85,4
-30.263,-33.0575,2.623e-85,4
-30.253,-33.0475,2.623e-85,4
-30.243,-33.0375,2.623e-85,4
-30.233,-33.0275,2.623e-85,4
-30.223,-33.0175,2.623e-85,4
-30.213,-33.0075,2.623e-85,4
-30.203,-32.9975,2.623e-85,4
-30.193,-32.9875,2.623e-85,4
-30.183,-32.9775,2.623e-85,4
-30.173,-32.9675,2.623e-85,4
-30.163,-32.9575,2.623e-85,4
-30.153,-32.9475,2.623e-85,4
-30.143,-32.9375,2.623e-85,4
-30.133,-32.9275,2.623e-85,4
-30.123,-32.9175,2.623e-85,4
-30.113,-32.9075,2.623e-85,4
-30.103,-32.8975,2.623e-85,4
-30.093,-32.8875,2.623e-85,4
-30.083,-32.8775,2.623e-85,4
-30.073,-32.8675,2.623e-85,4
-30.063,-32.8575,2.623e-85,4
-30.053,-32.8475,2.623e-85,4
-30.043,-32.8375,2.623e-85,4
-30.033,-32.8275,2.623e-85,4
-30.023,-32.8175,2.623e-85,4
-30.013,-32.8075,2.623e-85,4
-30.003,-32.7975,2.623e-85,4
-29.993,-32.7875,2.623e-85,4
-29.983,-32.7775,2.623e-85,4
-29.973,-32.7675,2.623e-85,4
-29.963,-32.7575,2.623e-85,4
-29.953,-32.7475,2.623e-85,4
-29.943,-32.7375,2.623e-85,4
-29.933,-32.7275,2.623e-85,4
-29.923,-32.7175,2.623e-85,4
-29.913,-32.7075,2.623e-85,4
-29.903,-32.6975,2.623e-85,4
-29.893,-32.6875,2.623e-85,4
-29.883,-32.6775,2.623e-85,4
-29.873,-32.6675,2.623e-85,4
-29.863,-32.6575,2.623e-85,4
-29.853,-32.6475,2.623e-85,4
-29.843,-32.6375,2.623e-85,4
-29.833,-32.6275,2.623e-85,4
-29.823,-32.6175,2.623e-85,4
-29.813,-32.6075,2.623e-85,4
-29.803,-32.5975,2.623e-85,4
-29.793,-32.5875,2.623e-85,4
-29.783,-32.5775,2.623e-85,4
-29.773,-32.5675,2.623e-85,4
-29.763,-32.5575,2.623e-85,4
-29.753,-32.5475,2.623e-85,4
-29.743,-32.5375,2.623e-85,4
-29.733,-32.5275,2.623e-85,4
-29.723,-32.5175,2.623e-85,4
-29.713,-32.5075,2.623e-85,4
-29.703,-32.4975,2.623e-85,4
-29.693,-32.4875,2.623e-85,4
-29.683,-32.4775,2.623e-85,4
-29.673,-32.4675,2.623e-85,4
-29.663,-32.4575,2.623e-85,4
-29.653,-32.4475,2.623e-85,4
-29.643,-32.4375,2.623e-85,4
-29.633,-32.4275,2.623e-85,4
-29.623,-32.4175,2.623e-85,4
-29.613,-32.4075,2.623e-85,4
-29.603,-32.3975,2.623e-85,4
-29.593,-32.3875,2.623e-85,4
-29.583,-32.3775,2.623e-85,4
-29.573,-32.3675,2.623e-85,4
-29.563,-32.3575,2.623e-85,4
-29.553,-32.3475,2.623e-85,4
-29.543,-32.3375,2.623e-85,4
-29.533,-32.3275,2.623e-85,4
-29.523,-32.3175,2.623e-85,4
-29.513,-32.3075,2.623e-85,4
-29.503,-32.2975,2.623e-85,4
-29.493,-32.2875,2.623e-85,4
-29.483,-32.2775,2.623e-85,4
-29.473,-32.2675,2.623e-85,4
-29.463,-32.2575,2.623e-85,4
-29.453,-32.2475,2.623e-85,4
-29.443,-32.2375,2.623e-85,4
-29.433,-32.2275,2.623e-85,4
-29.423,-32.2175,2.623e-85,4
-29.413,-32.2075,2.623e-85,4
-29.403,-32.1975,2.623e-85,4
-29.393,-32.1875,2.623e-85,4
-29.383,-32.1775,2.623e-85,4
-29.373,-32.1675,2.623e-85,4
-29.363,-32.1575,2.623e-85,4
-29.353,-32.1475,2.623e-85,4
-29.343,-32.1375,2.623e-85,4
-29.333,-32.1275,2.623e-85,4
-29.323,-32.1175,2.623e-85,4
-29.313,-32.1075,2.623e-85,4
-29.303,-32.0975,2.623e-85,4
-29.293,-32.0875,2.623e-85,4
-29.283,-32.0775,2.623e-85,4
-29.273,-32.0675,2.623e-85,4
-29.263,-32.0575,2.623e-85,4
-29.253,-32.0475,2.623e-85,4
-29.243,-32.0375,2.623e-85,4
-29.233,-32.0275,2.623e-85,4
-29.223,-32.0175,2.623e-85,4
-29.213,-32.0075,2.623e-85,4
-29.203,-31.9975,2.623e-85,4
-29.193,-31.9875,2.623e-85,4
-29.183,-31.9775,2.623e-85,4
-29.173,-31.9675,2.623e-85,4
-29.163,-31.9575,2.623e-85,4
-29.153,-31.9475,2.623e-85,4
-29.143,-31.9375,2.623e-85,4
-29.133,-31.9275,2.623e-85,4
-29.123,-31.9175,2.623e-85,4
-29.113,-31.9075,2.623e-85,4
-29.103,-31.8975,2.623e-85,4
-29.093,-31.8875,2.623e-85,4
-29.083,-31.8775,2.623e-85,4
-29.073,-31.8675,2.623e-85,4
-29.063,-31.8575,2.623e-85,4
-29.053,-31.8475,2.623e-85,4
-29.043,-31.8375,2.623e-85,4
-29.033,-31.8275,2.623e-85,4
-29.023,-31.8175,2.623e-85,4
-29.013,-31.8075,2.623e-85,4
-29.003,-31.7975,2.623e-85,4
-28.993,-31.7875,2.623e-85,4
-28.983,-31.7775,2.623e-85,4
-28.973,-31.7675,2.623e-85,4
-28.963,-31.7575,2.623e-85,4
-28.953,-31.7475,2.623e-85,4
-28.943,-31.7375,2.623e-85,4
-28.933,-31.7275,2.623e-85,4
-28.923,-31.7175,2.623e-85,4
-28.913,-31.7075,2.623e-85,4
-28.903,-31.6975,2.623e-85,4
-28.893,-31.6875,2.623e-85,4
-28.883,-31.6775,2.623e-85,4
-28.873,-31.6675,2.623e-85,4
-28.863,-31.6575,2.623e-85,4
-28.853,-31.6475,2.623e-85,4
-28.843,-31.6375,2.623e-85,4
-28.833,-31.6275,2.623e-85,4
-28.823,-31.6175,2.623e-85,4
-28.813,-31.6075,2.623e-85,4
-28.803,-31.5975,2.623e-85,4
-28.793,-31.5875,2.623e-85,4
-28.783,-31.5775,2.623e-85,4
-28.773,-31.5675,2.623e-85,4
-28.763,-31.5575,2.623e-85,4
-28.753,-31.5475,2.623e-85,4
-28.743,-31.5375,2.623e-85,4
-28.733,-31.5275,2.623e-85,4
-28.723,-31.5175,2.623e-85,4
-28.713,-31.5075,2.623e-85,4
-28.703,-31.4975,2.623e-85,4
-28.693,-31.4875,2.623e-85,4
-28.683,-31.4775,2.623e-85,4
-28.673,-31.4675,2.623e-85,4
-28.663,-31.4575,2.623e-85,4
-28.653,-31.4475,2.623e-85,4
-28.643,-31.4375,2.623e-85,4
-28.633,-31.4275,2.623e-85,4
-28.623,-31.4175,2.623e-85,4
-28.613,-31.4075,2.623e-85,4
-28.603,-31.3975,2.623e-85,4
-28.593,-31.3875,2.623e-85,4
-28.583,-31.3775,2.623e-85,4
-28.573,-31.3675,2.623e-85,4
-28.563,-31.3575,2.623e-85,4
-28.553,-31.3475,2.623e-85,4
-28.543,-31.3375,2.623e-85,4
-28.533,-31.3275,2.623e-85,4
-28.523,-31.3175,2.623e-85,4
-28.513,-31.3075,2.623e-85,4
-28.503,-31.2975,2.623e-85,4
-28.493,-31.2875,2.623e-85,4
-28.483,-31.2775,2.623e-85,4
-28.473,-31.2675,2.623e-85,4
-28.463,-31.2575,2.623e-85,4
-28.453,-31.2475,2.623e-85,4
-28.443,-31.2375,2.623e-85,4
-28.433,-31.2275,2.623e-85,4
-28.423,-31.2175,2.623e-85,4
-28.413,-31.2075,2.623e-85,4
-28.403,-31.1975,2.623e-85,4
-28.393,-31.1875,2.623e-85,4
-28.383,-31.1775,2.623e-85,4
-28.373,-31.1675,2.623e-85,4
-28.363,-31.1575,2.623e-85,4
-28.353,-31.1475,2.623e-85,4
-28.343,-31.1375,2.623e-85,4
-28.333,-31.1275,2.623e-85,4
-28.323,-31.1175,2.623e-85,4
-28.313,-31.1075,2.623e-85,4
-28.303,-31.0975,2.623e-85,4
-28.293,-31.0875,2.623e-85,4
-28.283,-31.0775,2.623e-85,4
-28.273,-31.0675,2.623e-85,4
-28.263,-31.0575,2.623e-85,4
-28.253,-31.0475,2.623e-85,4
-28.243,-31.0375,2.623e-85,4
-28.233,-31.0275,2.623e-85,4
-28.223,-31.0175,2.623e-85,4
-28.213,-31.0075,2.623e-85,4
-28.203,-30.9975,2.623e-85,4
-28.193,-30.9875,2.623e-85,4
-28.183,-30.9775,2.623e-85,4
-28.173,-30.9675,2.623e-85,4
-28.163,-30.9575,2.623e-85,4
-28.153,-30.9475,2.623e-85,4
-28.143,-30.9375,2.623e-85,4
-28.133,-30.9275,2.623e-85,4
-28.123,-30.9175,2.623e-85,4
-28.113,-30.9075,2.623e-85,4
-28.103,-30.8975,2.623e-85,4
-28.093,-30.8875,2.623e-85,4
-28.083,-30.8775,2.623e-85,4
-28.073,-30.8675,2.623e-85,4
-28.063,-30.8575,2.623e-85,4
-28.053,-30.8475,2.623e-85,4
-28.043,-30.8375,2.623e-85,4
-28.033,-30.8275,2.623e-85,4
-28.023,-30.8175,2.623e-85,4
-28.013,-30.8075,2.623e-85,4
-28.003,-30.7975,2.623e-85,4
-27.993,-30.7875,2.623e-85,4
-27.983,-30.7775,2.623e-85,4
-27.973,-30.7675,2.623e-85,4
-27.963,-30.7575,2.623e-85,4
-27.953,-30.7475,2.623e-85,4
-27.943,-30.7375,2.623e-85,4
-27.933,-30.7275,2.623e-85,4
-27.923,-30.7175,2.623e-85,4
-27.913,-30.7075,2.623e-85,4
-27.903,-30.6975,2.623e-85,4
-27.893,-30.6875,2.623e-85,4
-27.883,-30.6775,2.623e-85,4
-27.873,-30.6675,2.623e-85,4
-27.863,-30.6575,2.623e-85,4
-27.853,-30.6475,2.623e-85,4
-27.843,-30.6375,2.623e-85,4
-27.833,-30.6275,2.623e-85,4
-27.823,-30.6175,2.623e-85,4
-27.813,-30.6075,2.623e-85,4
-27.803,-30.5975,2.623e-85,4
-27.793,-30.5875,2.623e-85,4
-27.783,-30.5775,2.623e-85,4
-27.773,-30.5675,2.623e-85,4
-27.763,-30.5575,2.623e-85,4
-27.753,-30.5475,2.623e-85,4
-27.743,-30.5375,2.623e-85,4
-27.733,-30.5275,2.623e-85,4
-27.723,-30.5175,2.623e-85,4
-27.713,-30.5075,2.623e-85,4
-27.703,-30.4975,2.623e-85,4
-27.693,-30.4875,2.623e-85,4
-27.683,-30.4775,2.623e-85,4
-27.673,-30.4675,2.623e-85,4
-27.663,-30.4575,2.623e-85,4
-27.653,-30.4475,2.623e-85,4
-27.643,-30.4375,2.623e-85,4
-27.633,-30.4275,2.623e-85,4
-27.623,-30.4175,2.623e-85,4
-27.613,-30.4075,2.623e-85,4
-27.603,-30.3975,2.623e-85,4
-27.593,-30.3875,2.623e-85,4
-27.583,-30.3775,2.623e-85,4
-27.573,-30.3675,2.623e-85,4
-27.563,-30.3575,2.623e-85,4
-27.553,-30.3475,2.623e-85,4
-27.543,-30.3375,2.623e-85,4
-27.533,-30.3275,2.623e-85,4
-27.523,-30.3175,2.623e-85,4
-27.513,-30.3075,2.623e-85,4
-27.503,-30.2975,2.623e-85,4
-27.493,-30.2875,2.623e-85,4
-27.483,-30.2775,2.623e-85,4
-27.473,-30.2675,2.623e-85,4
-27.463,-30.2575,2.623e-85,4
-27.453,-30.2475,2.623e-85,4
-27.443,-30.2375,2.623e-85,4
-27.433,-30.2275,2.623e-85,4
-27.423,-30.2175,2.623e-85,4
-27.413,-30.2075,2.623e-85,4
-27.403,-30.1975,2.623e-85,4
-27.393,-30.1875,2.623e-85,4
-27.383,-30.1775,2.623e-85,4
-27.373,-30.1675,2.623e-85,4
-27.363,-30.1575,2.623e-85,4
-27.353,-30.1475,2.623e-85,4
-27.343,-30.1375,2.623e-85,4
-27.333,-30.1275,2.623e-85,4
-27.323,-30.1175,2.623e-85,4
-27.313,-30.1075,2.623e-85,4
-27.303,-30.0975,2.623e-85,4
-27.293,-30.0875,2.623e-85,4
-27.283,-30.0775,2.623e-85,4
-27.273,-30.0675,2.623e-85,4
-27.263,-30.0575,2.623e-85,4
-27.253,-30.0475,2.623e-85,4
-27.243,-30.0375,2.623e-85,4
-27.233,-30.0275,2.623e-85,4
-27.223,-30.0175,2.623e-85,4
-27.213,-30.0075,2.623e-85,4
-27.203,-29.9975,2.623e-85,4
-27.193,-29.9875,2.623e-85,4
-27.183,-29.9775,2.623e-85,4
-27.173,-29.9675,2.623e-85,4
-27.163,-29.9575,2.623e-85,4
-27.153,-29.9475,2.623e-85,4
-27.143,-29.9375,2.623e-85,4
-27.133,-29.9275,2.623e-85,4
-27.123,-29.9175,2.623e-85,4
-27.113,-29.9075,2.623e-85,4
-27.103,-29.8975,2.623e-85,4
-27.093,-29.8875,2.623e-85,4
-27.083,-29.8775,2.623e-85,4
-27.073,-29.8675,2.623e-85,4
-27.063,-29.8575,2.623e-85,4
-27.053,-29.8475,2.623e-85,4
-27.043,-29.8375,2.623e-85,4
-27.033,-29.8275,2.623e-85,4
-27.023,-29.8175,2.623e-85,4
-27.013,-29.8075,2.623e-85,4
-27.003,-29.7975,2.623e-85,4
-26.993,-29.7875,2.623e-85,4
-26.983,-29.7775,2.623e-85,4
-26.973,-29.7675,2.623e-85,4
-26.963,-29.7575,2.623e-85,4
-26.953,-29.7475,2.623e-85,4
-26.943,-29.7375,2.623e-85,4
-26.933,-29.7275,2.623e-85,4
-26.923,-29.7175,2.623e-85,4
-26.913,-29.7075,2.623e-85,4
-26.903,-29.6975,2.623e-85,4
-26.893,-29.6875,2.623e-85,4
-26.883,-29.6775,2.623e-85,4
-26.873,-29.6675,2.623e-85,4
-26.863,-29.6575,2.623e-85,4
-26.853,-29.6475,2.623e-85,4
-26.843,-29.6375,2.623e-85,4
-26.833,-29.6275,2.623e-85,4
-26.823,-29.6175,2.623e-85,4
-26.813,-29.6075,2.623e-85,4
-26.803,-29.5975,2.623e-85,4
-26.793,-29.5875,2.623e-85,4
-26.783,-29.5775,2.623e-85,4
-26.773,-29.5675,2.623e-85,4
-26.763,-29.5575,2.623e-85,4
-26.753,-29.5475,2.623e-85,4
-26.743,-29.5375,2.623e-85,4
-26.733,-29.5275,2.623e-85,4
-26.723,-29.5175,2.623e-85,4
-26.713,-29.5075,2.623e-85,4
-26.703,-29.4975,2.623e-85,4
-26.693,-29.4875,2.623e-85,4
