# li2s_mp-1153 total DOS (QE dos.x, degauss 0.007 Ry). VBM 2.243 / CBM 5.681 / gap 3.438 eV from fixed-occ nscf eigenvalues. DO NOT read the gap off this curve (smearing underestimates ~0.3 eV).
E_eV,E_minus_VBM_eV,DOS_states_per_eV,integrated_DOS_states
-35.55,-37.7934,2.623e-85,4
-35.54,-37.7834,2.623e-85,4
-35.53,-37.7734,2.623e-85,4
-35.52,-37.7634,2.623e-85,4
-35.51,-37.7534,2.623e-85,4
-35.5,-37.7434,2.623e-85,4
-35.49,-37.7334,2.623e-85,4
-35.48,-37.7234,2.623e-85,4
-35.47,-37.7134,2.623e-85,4
-35.46,-37.7034,2.623e-85,4
-35.45,-37.6934,2.623e-85,4
-35.44,-37.6834,2.623e-85,4
-35.43,-37.6734,2.623e-85,4
-35.42,-37.6634,2.623e-85,4
-35.41,-37.6534,2.623e-85,4
-35.4,-37.6434,2.623e-85,4
-35.39,-37.6334,2.623e-85,4
-35.38,-37.6234,2.623e-85,4
-35.37,-37.6134,2.623e-85,4
-35.36,-37.6034,2.623e-85,4
-35.35,-37.5934,2.623e-85,4
-35.34,-37.5834,2.623e-85,4
-35.33,-37.5734,2.623e-85,4
-35.32,-37.5634,2.623e-85,4
-35.31,-37.5534,2.623e-85,4
-35.3,-37.5434,2.623e-85,4
-35.29,-37.5334,2.623e-85,4
-35.28,-37.5234,2.623e-85,4
-35.27,-37.5134,2.623e-85,4
-35.26,-37.5034,2.623e-85,4
-35.25,-37.4934,2.623e-85,4
-35.24,-37.4834,2.623e-85,4
-35.23,-37.4734,2.623e-85,4
-35.22,-37.4634,2.623e-85,4
-35.21,-37.4534,2.623e-85,4
-35.2,-37.4434,2.623e-85,4
-35.19,-37.4334,2.623e-85,4
-35.18,-37.4234,2.623e-85,4
-35.17,-37.4134,2.623e-85,4
-35.16,-37.4034,2.623e-85,4
-35.15,-37.3934,2.623e-85,4
-35.14,-37.3834,2.623e-85,4
-35.13,-37.3734,2.623e-85,4
-35.12,-37.3634,2.623e-85,4
-35.11,-37.3534,2.623e-85,4
-35.1,-37.3434,2.623e-85,4
-35.09,-37.3334,2.623e-85,4
-35.08,-37.3234,2.623e-85,4
-35.07,-37.3134,2.623e-85,4
-35.06,-37.3034,2.623e-85,4
-35.05,-37.2934,2.623e-85,4
-35.04,-37.2834,2.623e-85,4
-35.03,-37.2734,2.623e-85,4
-35.02,-37.2634,2.623e-85,4
-35.01,-37.2534,2.623e-85,4
-35,-37.2434,2.623e-85,4
-34.99,-37.2334,2.623e-85,4
-34.98,-37.2234,2.623e-85,4
-34.97,-37.2134,2.623e-85,4
-34.96,-37.2034,2.623e-85,4
-34.95,-37.1934,2.623e-85,4
-34.94,-37.1834,2.623e-85,4
-34.93,-37.1734,2.623e-85,4
-34.92,-37.1634,2.623e-85,4
-34.91,-37.1534,2.623e-85,4
-34.9,-37.1434,2.623e-85,4
-34.89,-37.1334,2.623e-85,4
-34.88,-37.1234,2.623e-85,4
-34.87,-37.1134,2.623e-85,4
-34.86,-37.1034,2.623e-85,4
-34.85,-37.0934,2.623e-85,4
-34.84,-37.0834,2.623e-85,4
-34.83,-37.0734,2.623e-85,4
-34.82,-37.0634,2.623e-85,4
-34.81,-37.0534,2.623e-85,4
-34.8,-37.0434,2.623e-85,4
-34.79,-37.0334,2.623e-85,4
-34.78,-37.0234,2.623e-85,4
-34.77,-37.0134,2.623e-85,4
-34.76,-37.0034,2.623e-85,4
-34.75,-36.9934,2.623e-85,4
-34.74,-36.9834,2.623e-85,4
-34.73,-36.9734,2.623e-85,4
-34.72,-36.9634,2.623e-85,4
-34.71,-36.9534,2.623e-85,4
-34.7,-36.9434,2.623e-85,4
-34.69,-36.9334,2.623e-85,4
-34.68,-36.9234,2.623e-85,4
-34.67,-36.9134,2.623e-85,4
-34.66,-36.9034,2.623e-85,4
-34.65,-36.8934,2.623e-85,4
-34.64,-36.8834,2.623e-85,4
-34.63,-36.8734,2.623e-85,4
-34.62,-36.8634,2.623e-85,4
-34.61,-36.8534,2.623e-85,4
-34.6,-36.8434,2.623e-85,4
-34.59,-36.8334,2.623e-85,4
-34.58,-36.8234,2.623e-85,4
-34.57,-36.8134,2.623e-85,4
-34.56,-36.8034,2.623e-85,4
-34.55,-36.7934,2.623e-85,4
-34.54,-36.7834,2.623e-85,4
-34.53,-36.7734,2.623e-85,4
-34.52,-36.7634,2.623e-85,4
-34.51,-36.7534,2.623e-85,4
-34.5,-36.7434,2.623e-85,4
-34.49,-36.7334,2.623e-85,4
-34.48,-36.7234,2.623e-85,4
-34.47,-36.7134,2.623e-85,4
-34.46,-36.7034,2.623e-85,4
-34.45,-36.6934,2.623e-85,4
-34.44,-36.6834,2.623e-85,4
-34.43,-36.6734,2.623e-85,4
-34.42,-36.6634,2.623e-85,4
-34.41,-36.6534,2.623e-85,4
-34.4,-36.6434,2.623e-85,4
-34.39,-36.6334,2.623e-85,4
-34.38,-36.6234,2.623e-85,4
-34.37,-36.6134,2.623e-85,4
-34.36,-36.6034,2.623e-85,4
-34.35,-36.5934,2.623e-85,4
-34.34,-36.5834,2.623e-85,4
-34.33,-36.5734,2.623e-85,4
-34.32,-36.5634,2.623e-85,4
-34.31,-36.5534,2.623e-85,4
-34.3,-36.5434,2.623e-85,4
-34.29,-36.5334,2.623e-85,4
-34.28,-36.5234,2.623e-85,4
-34.27,-36.5134,2.623e-85,4
-34.26,-36.5034,2.623e-85,4
-34.25,-36.4934,2.623e-85,4
-34.24,-36.4834,2.623e-85,4
-34.23,-36.4734,2.623e-85,4
-34.22,-36.4634,2.623e-85,4
-34.21,-36.4534,2.623e-85,4
-34.2,-36.4434,2.623e-85,4
-34.19,-36.4334,2.623e-85,4
-34.18,-36.4234,2.623e-85,4
-34.17,-36.4134,2.623e-85,4
-34.16,-36.4034,2.623e-85,4
-34.15,-36.3934,2.623e-85,4
-34.14,-36.3834,2.623e-85,4
-34.13,-36.3734,2.623e-85,4
-34.12,-36.3634,2.623e-85,4
-34.11,-36.3534,2.623e-85,4
-34.1,-36.3434,2.623e-85,4
-34.09,-36.3334,2.623e-85,4
-34.08,-36.3234,2.623e-85,4
-34.07,-36.3134,2.623e-85,4
-34.06,-36.3034,2.623e-85,4
-34.05,-36.2934,2.623e-85,4
-34.04,-36.2834,2.623e-85,4
-34.03,-36.2734,2.623e-85,4
-34.02,-36.2634,2.623e-85,4
-34.01,-36.2534,2.623e-85,4
-34,-36.2434,2.623e-85,4
-33.99,-36.2334,2.623e-85,4
-33.98,-36.2234,2.623e-85,4
-33.97,-36.2134,2.623e-85,4
-33.96,-36.2034,2.623e-85,4
-33.95,-36.1934,2.623e-85,4
-33.94,-36.1834,2.623e-85,4
-33.93,-36.1734,2.623e-85,4
-33.92,-36.1634,2.623e-85,4
-33.91,-36.1534,2.623e-85,4
-33.9,-36.1434,2.623e-85,4
-33.89,-36.1334,2.623e-85,4
-33.88,-36.1234,2.623e-85,4
-33.87,-36.1134,2.623e-85,4
-33.86,-36.1034,2.623e-85,4
-33.85,-36.0934,2.623e-85,4
-33.84,-36.0834,2.623e-85,4
-33.83,-36.0734,2.623e-85,4
-33.82,-36.0634,2.623e-85,4
-33.81,-36.0534,2.623e-85,4
-33.8,-36.0434,2.623e-85,4
-33.79,-36.0334,2.623e-85,4
-33.78,-36.0234,2.623e-85,4
-33.77,-36.0134,2.623e-85,4
-33.76,-36.0034,2.623e-85,4
-33.75,-35.9934,2.623e-85,4
-33.74,-35.9834,2.623e-85,4
-33.73,-35.9734,2.623e-85,4
-33.72,-35.9634,2.623e-85,4
-33.71,-35.9534,2.623e-85,4
-33.7,-35.9434,2.623e-85,4
-33.69,-35.9334,2.623e-85,4
-33.68,-35.9234,2.623e-85,4
-33.67,-35.9134,2.623e-85,4
-33.66,-35.9034,2.623e-85,4
-33.65,-35.8934,2.623e-85,4
-33.64,-35.8834,2.623e-85,4
-33.63,-35.8734,2.623e-85,4
-33.62,-35.8634,2.623e-85,4
-33.61,-35.8534,2.623e-85,4
-33.6,-35.8434,2.623e-85,4
-33.59,-35.8334,2.623e-85,4
-33.58,-35.8234,2.623e-85,4
-33.57,-35.8134,2.623e-85,4
-33.56,-35.8034,2.623e-85,4
-33.55,-35.7934,2.623e-85,4
-33.54,-35.7834,2.623e-85,4
-33.53,-35.7734,2.623e-85,4
-33.52,-35.7634,2.623e-85,4
-33.51,-35.7534,2.623e-85,4
-33.5,-35.7434,2.623e-85,4
-33.49,-35.7334,2.623e-85,4
-33.48,-35.7234,2.623e-85,4
-33.47,-35.7134,2.623e-85,4
-33.46,-35.7034,2.623e-85,4
-33.45,-35.6934,2.623e-85,4
-33.44,-35.6834,2.623e-85,4
-33.43,-35.6734,2.623e-85,4
-33.42,-35.6634,2.623e-85,4
-33.41,-35.6534,2.623e-85,4
-33.4,-35.6434,2.623e-85,4
-33.39,-35.6334,2.623e-85,4
-33.38,-35.6234,2.623e-85,4
-33.37,-35.6134,2.623e-85,4
-33.36,-35.6034,2.623e-85,4
-33.35,-35.5934,2.623e-85,4
-33.34,-35.5834,2.623e-85,4
-33.33,-35.5734,2.623e-85,4
-33.32,-35.5634,2.623e-85,4
-33.31,-35.5534,2.623e-85,4
-33.3,-35.5434,2.623e-85,4
-33.29,-35.5334,2.623e-85,4
-33.28,-35.5234,2.623e-85,4
-33.27,-35.5134,2.623e-85,4
-33.26,-35.5034,2.623e-85,4
-33.25,-35.4934,2.623e-85,4
-33.24,-35.4834,2.623e-85,4
-33.23,-35.4734,2.623e-85,4
-33.22,-35.4634,2.623e-85,4
-33.21,-35.4534,2.623e-85,4
-33.2,-35.4434,2.623e-85,4
-33.19,-35.4334,2.623e-85,4
-33.18,-35.4234,2.623e-85,4
-33.17,-35.4134,2.623e-85,4
-33.16,-35.4034,2.623e-85,4
-33.15,-35.3934,2.623e-85,4
-33.14,-35.3834,2.623e-85,4
-33.13,-35.3734,2.623e-85,4
-33.12,-35.3634,2.623e-85,4
-33.11,-35.3534,2.623e-85,4
-33.1,-35.3434,2.623e-85,4
-33.09,-35.3334,2.623e-85,4
-33.08,-35.3234,2.623e-85,4
-33.07,-35.3134,2.623e-85,4
-33.06,-35.3034,2.623e-85,4
-33.05,-35.2934,2.623e-85,4
-33.04,-35.2834,2.623e-85,4
-33.03,-35.2734,2.623e-85,4
-33.02,-35.2634,2.623e-85,4
-33.01,-35.2534,2.623e-85,4
-33,-35.2434,2.623e-85,4
-32.99,-35.2334,2.623e-85,4
-32.98,-35.2234,2.623e-85,4
-32.97,-35.2134,2.623e-85,4
-32.96,-35.2034,2.623e-85,4
-32.95,-35.1934,2.623e-85,4
-32.94,-35.1834,2.623e-85,4
-32.93,-35.1734,2.623e-85,4
-32.92,-35.1634,2.623e-85,4
-32.91,-35.1534,2.623e-85,4
-32.9,-35.1434,2.623e-85,4
-32.89,-35.1334,2.623e-85,4
-32.88,-35.1234,2.623e-85,4
-32.87,-35.1134,2.623e-85,4
-32.86,-35.1034,2.623e-85,4
-32.85,-35.0934,2.623e-85,4
-32.84,-35.0834,2.623e-85,4
-32.83,-35.0734,2.623e-85,4
-32.82,-35.0634,2.623e-85,4
-32.81,-35.0534,2.623e-85,4
-32.8,-35.0434,2.623e-85,4
-32.79,-35.0334,2.623e-85,4
-32.78,-35.0234,2.623e-85,4
-32.77,-35.0134,2.623e-85,4
-32.76,-35.0034,2.623e-85,4
-32.75,-34.9934,2.623e-85,4
-32.74,-34.9834,2.623e-85,4
-32.73,-34.9734,2.623e-85,4
-32.72,-34.9634,2.623e-85,4
-32.71,-34.9534,2.623e-85,4
-32.7,-34.9434,2.623e-85,4
-32.69,-34.9334,2.623e-85,4
-32.68,-34.9234,2.623e-85,4
-32.67,-34.9134,2.623e-85,4
-32.66,-34.9034,2.623e-85,4
-32.65,-34.8934,2.623e-85,4
-32.64,-34.8834,2.623e-85,4
-32.63,-34.8734,2.623e-85,4
-32.62,-34.8634,2.623e-85,4
-32.61,-34.8534,2.623e-85,4
-32.6,-34.8434,2.623e-85,4
-32.59,-34.8334,2.623e-85,4
-32.58,-34.8234,2.623e-85,4
-32.57,-34.8134,2.623e-85,4
-32.56,-34.8034,2.623e-85,4
-32.55,-34.7934,2.623e-85,4
-32.54,-34.7834,2.623e-85,4
-32.53,-34.7734,2.623e-85,4
-32.52,-34.7634,2.623e-85,4
-32.51,-34.7534,2.623e-85,4
-32.5,-34.7434,2.623e-85,4
-32.49,-34.7334,2.623e-85,4
-32.48,-34.7234,2.623e-85,4
-32.47,-34.7134,2.623e-85,4
-32.46,-34.7034,2.623e-85,4
-32.45,-34.6934,2.623e-85,4
-32.44,-34.6834,2.623e-85,4
-32.43,-34.6734,2.623e-85,4
-32.42,-34.6634,2.623e-85,4
-32.41,-34.6534,2.623e-85,4
-32.4,-34.6434,2.623e-85,4
-32.39,-34.6334,2.623e-85,4
-32.38,-34.6234,2.623e-85,4
-32.37,-34.6134,2.623e-85,4
-32.36,-34.6034,2.623e-85,4
-32.35,-34.5934,2.623e-85,4
-32.34,-34.5834,2.623e-85,4
-32.33,-34.5734,2.623e-85,4
-32.32,-34.5634,2.623e-85,4
-32.31,-34.5534,2.623e-85,4
-32.3,-34.5434,2.623e-85,4
-32.29,-34.5334,2.623e-85,4
-32.28,-34.5234,2.623e-85,4
-32.27,-34.5134,2.623e-85,4
-32.26,-34.5034,2.623e-85,4
-32.25,-34.4934,2.623e-85,4
-32.24,-34.4834,2.623e-85,4
-32.23,-34.4734,2.623e-85,4
-32.22,-34.4634,2.623e-85,4
-32.21,-34.4534,2.623e-85,4
-32.2,-34.4434,2.623e-85,4
-32.19,-34.4334,2.623e-85,4
-32.18,-34.4234,2.623e-85,4
-32.17,-34.4134,2.623e-85,4
-32.16,-34.4034,2.623e-85,4
-32.15,-34.3934,2.623e-85,4
-32.14,-34.3834,2.623e-85,4
-32.13,-34.3734,2.623e-85,4
-32.12,-34.3634,2.623e-85,4
-32.11,-34.3534,2.623e-85,4
-32.1,-34.3434,2.623e-85,4
-32.09,-34.3334,2.623e-85,4
-32.08,-34.3234,2.623e-85,4
-32.07,-34.3134,2.623e-85,4
-32.06,-34.3034,2.623e-85,4
-32.05,-34.2934,2.623e-85,4
-32.04,-34.2834,2.623e-85,4
-32.03,-34.2734,2.623e-85,4
-32.02,-34.2634,2.623e-85,4
-32.01,-34.2534,2.623e-85,4
-32,-34.2434,2.623e-85,4
-31.99,-34.2334,2.623e-85,4
-31.98,-34.2234,2.623e-85,4
-31.97,-34.2134,2.623e-85,4
-31.96,-34.2034,2.623e-85,4
-31.95,-34.1934,2.623e-85,4
-31.94,-34.1834,2.623e-85,4
-31.93,-34.1734,2.623e-85,4
-31.92,-34.1634,2.623e-85,4
-31.91,-34.1534,2.623e-85,4
-31.9,-34.1434,2.623e-85,4
-31.89,-34.1334,2.623e-85,4
-31.88,-34.1234,2.623e-85,4
-31.87,-34.1134,2.623e-85,4
-31.86,-34.1034,2.623e-85,4
-31.85,-34.0934,2.623e-85,4
-31.84,-34.0834,2.623e-85,4
-31.83,-34.0734,2.623e-85,4
-31.82,-34.0634,2.623e-85,4
-31.81,-34.0534,2.623e-85,4
-31.8,-34.0434,2.623e-85,4
-31.79,-34.0334,2.623e-85,4
-31.78,-34.0234,2.623e-85,4
-31.77,-34.0134,2.623e-85,4
-31.76,-34.0034,2.623e-85,4
-31.75,-33.9934,2.623e-85,4
-31.74,-33.9834,2.623e-85,4
-31.73,-33.9734,2.623e-85,4
-31.72,-33.9634,2.623e-85,4
-31.71,-33.9534,2.623e-85,4
-31.7,-33.9434,2.623e-85,4
-31.69,-33.9334,2.623e-85,4
-31.68,-33.9234,2.623e-85,4
-31.67,-33.9134,2.623e-85,4
-31.66,-33.9034,2.623e-85,4
-31.65,-33.8934,2.623e-85,4
-31.64,-33.8834,2.623e-85,4
-31.63,-33.8734,2.623e-85,4
-31.62,-33.8634,2.623e-85,4
-31.61,-33.8534,2.623e-85,4
-31.6,-33.8434,2.623e-85,4
-31.59,-33.8334,2.623e-85,4
-31.58,-33.8234,2.623e-85,4
-31.57,-33.8134,2.623e-85,4
-31.56,-33.8034,2.623e-85,4
-31.55,-33.7934,2.623e-85,4
-31.54,-33.7834,2.623e-85,4
-31.53,-33.7734,2.623e-85,4
-31.52,-33.7634,2.623e-85,4
-31.51,-33.7534,2.623e-85,4
-31.5,-33.7434,2.623e-85,4
-31.49,-33.7334,2.623e-85,4
-31.48,-33.7234,2.623e-85,4
-31.47,-33.7134,2.623e-85,4
-31.46,-33.7034,2.623e-85,4
-31.45,-33.6934,2.623e-85,4
-31.44,-33.6834,2.623e-85,4
-31.43,-33.6734,2.623e-85,4
-31.42,-33.6634,2.623e-85,4
-31.41,-33.6534,2.623e-85,4
-31.4,-33.6434,2.623e-85,4
-31.39,-33.6334,2.623e-85,4
-31.38,-33.6234,2.623e-85,4
-31.37,-33.6134,2.623e-85,4
-31.36,-33.6034,2.623e-85,4
-31.35,-33.5934,2.623e-85,4
-31.34,-33.5834,2.623e-85,4
-31.33,-33.5734,2.623e-85,4
-31.32,-33.5634,2.623e-85,4
-31.31,-33.5534,2.623e-85,4
-31.3,-33.5434,2.623e-85,4
-31.29,-33.5334,2.623e-85,4
-31.28,-33.5234,2.623e-85,4
-31.27,-33.5134,2.623e-85,4
-31.26,-33.5034,2.623e-85,4
-31.25,-33.4934,2.623e-85,4
-31.24,-33.4834,2.623e-85,4
-31.23,-33.4734,2.623e-85,4
-31.22,-33.4634,2.623e-85,4
-31.21,-33.4534,2.623e-85,4
-31.2,-33.4434,2.623e-85,4
-31.19,-33.4334,2.623e-85,4
-31.18,-33.4234,2.623e-85,4
-31.17,-33.4134,2.623e-85,4
-31.16,-33.4034,2.623e-85,4
-31.15,-33.3934,2.623e-85,4
-31.14,-33.3834,2.623e-85,4
-31.13,-33.3734,2.623e-85,4
-31.12,-33.3634,2.623e-85,4
-31.11,-33.3534,2.623e-85,4
-31.1,-33.3434,2.623e-85,4
-31.09,-33.3334,2.623e-85,4
-31.08,-33.3234,2.623e-85,4
-31.07,-33.3134,2.623e-85,4
-31.06,-33.3034,2.623e-85,4
-31.05,-33.2934,2.623e-85,4
-31.04,-33.2834,2.623e-85,4
-31.03,-33.2734,2.623e-85,4
-31.02,-33.2634,2.623e-85,4
-31.01,-33.2534,2.623e-85,4
-31,-33.2434,2.623e-85,4
-30.99,-33.2334,2.623e-85,4
-30.98,-33.2234,2.623e-85,4
-30.97,-33.2134,2.623e-85,4
-30.96,-33.2034,2.623e-85,4
-30.95,-33.1934,2.623e-85,4
-30.94,-33.1834,2.623e-85,4
-30.93,-33.1734,2.623e-85,4
-30.92,-33.1634,2.623e-85,4
-30.91,-33.1534,2.623e-85,4
-30.9,-33.1434,2.623e-85,4
-30.89,-33.1334,2.623e-85,4
-30.88,-33.1234,2.623e-85,4
-30.87,-33.1134,2.623e-85,4
-30.86,-33.1034,2.623e-85,4
-30.85,-33.0934,2.623e-85,4
-30.84,-33.0834,2.623e-85,4
-30.83,-33.0734,2.623e-85,4
-30.82,-33.0634,2.623e-85,4
-30.81,-33.0534,2.623e-85,4
-30.8,-33.0434,2.623e-85,4
-30.79,-33.0334,2.623e-85,4
-30.78,-33.0234,2.623e-85,4
-30.77,-33.0134,2.623e-85,4
-30.76,-33.0034,2.623e-85,4
-30.75,-32.9934,2.623e-85,4
-30.74,-32.9834,2.623e-85,4
-30.73,-32.9734,2.623e-85,4
-30.72,-32.9634,2.623e-85,4
-30.71,-32.9534,2.623e-85,4
-30.7,-32.9434,2.623e-85,4
-30.69,-32.9334,2.623e-85,4
-30.68,-32.9234,2.623e-85,4
-30.67,-32.9134,2.623e-85,4
-30.66,-32.9034,2.623e-85,4
-30.65,-32.8934,2.623e-85,4
-30.64,-32.8834,2.623e-85,4
-30.63,-32.8734,2.623e-85,4
-30.62,-32.8634,2.623e-85,4
-30.61,-32.8534,2.623e-85,4
-30.6,-32.8434,2.623e-85,4
-30.59,-32.8334,2.623e-85,4
-30.58,-32.8234,2.623e-85,4
-30.57,-32.8134,2.623e-85,4
-30.56,-32.8034,2.623e-85,4
-30.55,-32.7934,2.623e-85,4
-30.54,-32.7834,2.623e-85,4
-30.53,-32.7734,2.623e-85,4
-30.52,-32.7634,2.623e-85,4
-30.51,-32.7534,2.623e-85,4
-30.5,-32.7434,2.623e-85,4
-30.49,-32.7334,2.623e-85,4
-30.48,-32.7234,2.623e-85,4
-30.47,-32.7134,2.623e-85,4
-30.46,-32.7034,2.623e-85,4
-30.45,-32.6934,2.623e-85,4
-30.44,-32.6834,2.623e-85,4
-30.43,-32.6734,2.623e-85,4
-30.42,-32.6634,2.623e-85,4
-30.41,-32.6534,2.623e-85,4
-30.4,-32.6434,2.623e-85,4
-30.39,-32.6334,2.623e-85,4
-30.38,-32.6234,2.623e-85,4
-30.37,-32.6134,2.623e-85,4
-30.36,-32.6034,2.623e-85,4
-30.35,-32.5934,2.623e-85,4
-30.34,-32.5834,2.623e-85,4
-30.33,-32.5734,2.623e-85,4
-30.32,-32.5634,2.623e-85,4
-30.31,-32.5534,2.623e-85,4
-30.3,-32.5434,2.623e-85,4
-30.29,-32.5334,2.623e-85,4
-30.28,-32.5234,2.623e-85,4
-30.27,-32.5134,2.623e-85,4
-30.26,-32.5034,2.623e-85,4
-30.25,-32.4934,2.623e-85,4
-30.24,-32.4834,2.623e-85,4
-30.23,-32.4734,2.623e-85,4
-30.22,-32.4634,2.623e-85,4
-30.21,-32.4534,2.623e-85,4
-30.2,-32.4434,2.623e-85,4
-30.19,-32.4334,2.623e-85,4
-30.18,-32.4234,2.623e-85,4
-30.17,-32.4134,2.623e-85,4
-30.16,-32.4034,2.623e-85,4
-30.15,-32.3934,2.623e-85,4
-30.14,-32.3834,2.623e-85,4
-30.13,-32.3734,2.623e-85,4
-30.12,-32.3634,2.623e-85,4
-30.11,-32.3534,2.623e-85,4
-30.1,-32.3434,2.623e-85,4
-30.09,-32.3334,2.623e-85,4
-30.08,-32.3234,2.623e-85,4
-30.07,-32.3134,2.623e-85,4
-30.06,-32.3034,2.623e-85,4
-30.05,-32.2934,2.623e-85,4
-30.04,-32.2834,2.623e-85,4
-30.03,-32.2734,2.623e-85,4
-30.02,-32.2634,2.623e-85,4
-30.01,-32.2534,2.623e-85,4
-30,-32.2434,2.623e-85,4
-29.99,-32.2334,2.623e-85,4
-29.98,-32.2234,2.623e-85,4
-29.97,-32.2134,2.623e-85,4
-29.96,-32.2034,2.623e-85,4
-29.95,-32.1934,2.623e-85,4
-29.94,-32.1834,2.623e-85,4
-29.93,-32.1734,2.623e-85,4
-29.92,-32.1634,2.623e-85,4
-29.91,-32.1534,2.623e-85,4
-29.9,-32.1434,2.623e-85,4
-29.89,-32.1334,2.623e-85,4
-29.88,-32.1234,2.623e-85,4
-29.87,-32.1134,2.623e-85,4
-29.86,-32.1034,2.623e-85,4
-29.85,-32.0934,2.623e-85,4
-29.84,-32.0834,2.623e-85,4
-29.83,-32.0734,2.623e-85,4
-29.82,-32.0634,2.623e-85,4
-29.81,-32.0534,2.623e-85,4
-29.8,-32.0434,2.623e-85,4
-29.79,-32.0334,2.623e-85,4
-29.78,-32.0234,2.623e-85,4
-29.77,-32.0134,2.623e-85,4
-29.76,-32.0034,2.623e-85,4
-29.75,-31.9934,2.623e-85,4
-29.74,-31.9834,2.623e-85,4
-29.73,-31.9734,2.623e-85,4
-29.72,-31.9634,2.623e-85,4
-29.71,-31.9534,2.623e-85,4
-29.7,-31.9434,2.623e-85,4
-29.69,-31.9334,2.623e-85,4
-29.68,-31.9234,2.623e-85,4
-29.67,-31.9134,2.623e-85,4
-29.66,-31.9034,2.623e-85,4
-29.65,-31.8934,2.623e-85,4
-29.64,-31.8834,2.623e-85,4
-29.63,-31.8734,2.623e-85,4
-29.62,-31.8634,2.623e-85,4
-29.61,-31.8534,2.623e-85,4
-29.6,-31.8434,2.623e-85,4
-29.59,-31.8334,2.623e-85,4
-29.58,-31.8234,2.623e-85,4
-29.57,-31.8134,2.623e-85,4
-29.56,-31.8034,2.623e-85,4
-29.55,-31.7934,2.623e-85,4
-29.54,-31.7834,2.623e-85,4
-29.53,-31.7734,2.623e-85,4
-29.52,-31.7634,2.623e-85,4
-29.51,-31.7534,2.623e-85,4
-29.5,-31.7434,2.623e-85,4
-29.49,-31.7334,2.623e-85,4
-29.48,-31.7234,2.623e-85,4
-29.47,-31.7134,2.623e-85,4
-29.46,-31.7034,2.623e-85,4
-29.45,-31.6934,2.623e-85,4
-29.44,-31.6834,2.623e-85,4
-29.43,-31.6734,2.623e-85,4
-29.42,-31.6634,2.623e-85,4
-29.41,-31.6534,2.623e-85,4
-29.4,-31.6434,2.623e-85,4
-29.39,-31.6334,2.623e-85,4
-29.38,-31.6234,2.623e-85,4
-29.37,-31.6134,2.623e-85,4
-29.36,-31.6034,2.623e-85,4
-29.35,-31.5934,2.623e-85,4
-29.34,-31.5834,2.623e-85,4
-29.33,-31.5734,2.623e-85,4
-29.32,-31.5634,2.623e-85,4
-29.31,-31.5534,2.623e-85,4
-29.3,-31.5434,2.623e-85,4
-29.29,-31.5334,2.623e-85,4
-29.28,-31.5234,2.623e-85,4
-29.27,-31.5134,2.623e-85,4
-29.26,-31.5034,2.623e-85,4
-29.25,-31.4934,2.623e-85,4
-29.24,-31.4834,2.623e-85,4
-29.23,-31.4734,2.623e-85,4
-29.22,-31.4634,2.623e-85,4
-29.21,-31.4534,2.623e-85,4
-29.2,-31.4434,2.623e-85,4
-29.19,-31.4334,2.623e-85,4
-29.18,-31.4234,2.623e-85,4
-29.17,-31.4134,2.623e-85,4
-29.16,-31.4034,2.623e-85,4
-29.15,-31.3934,2.623e-85,4
-29.14,-31.3834,2.623e-85,4
-29.13,-31.3734,2.623e-85,4
-29.12,-31.3634,2.623e-85,4
-29.11,-31.3534,2.623e-85,4
-29.1,-31.3434,2.623e-85,4
-29.09,-31.3334,2.623e-85,4
-29.08,-31.3234,2.623e-85,4
-29.07,-31.3134,2.623e-85,4
-29.06,-31.3034,2.623e-85,4
-29.05,-31.2934,2.623e-85,4
-29.04,-31.2834,2.623e-85,4
-29.03,-31.2734,2.623e-85,4
-29.02,-31.2634,2.623e-85,4
-29.01,-31.2534,2.623e-85,4
-29,-31.2434,2.623e-85,4
-28.99,-31.2334,2.623e-85,4
-28.98,-31.2234,2.623e-85,4
-28.97,-31.2134,2.623e-85,4
-28.96,-31.2034,2.623e-85,4
-28.95,-31.1934,2.623e-85,4
-28.94,-31.1834,2.623e-85,4
-28.93,-31.1734,2.623e-85,4
-28.92,-31.1634,2.623e-85,4
-28.91,-31.1534,2.623e-85,4
-28.9,-31.1434,2.623e-85,4
-28.89,-31.1334,2.623e-85,4
-28.88,-31.1234,2.623e-85,4
-28.87,-31.1134,2.623e-85,4
-28.86,-31.1034,2.623e-85,4
-28.85,-31.0934,2.623e-85,4
-28.84,-31.0834,2.623e-85,4
-28.83,-31.0734,2.623e-85,4
-28.82,-31.0634,2.623e-85,4
-28.81,-31.0534,2.623e-85,4
-28.8,-31.0434,2.623e-85,4
-28.79,-31.0334,2.623e-85,4
-28.78,-31.0234,2.623e-85,4
-28.77,-31.0134,2.623e-85,4
-28.76,-31.0034,2.623e-85,4
-28.75,-30.9934,2.623e-85,4
-28.74,-30.9834,2.623e-85,4
-28.73,-30.9734,2.623e-85,4
-28.72,-30.9634,2.623e-85,4
-28.71,-30.9534,2.623e-85,4
-28.7,-30.9434,2.623e-85,4
-28.69,-30.9334,2.623e-85,4
-28.68,-30.9234,2.623e-85,4
-28.67,-30.9134,2.623e-85,4
-28.66,-30.9034,2.623e-85,4
-28.65,-30.8934,2.623e-85,4
-28.64,-30.8834,2.623e-85,4
-28.63,-30.8734,2.623e-85,4
